Price,Year,Model,Body,Series:,Mileage,Power,Cylinder Capacity,Steering,Transmission,Drive,Fuel,Interior Material,Interior Color,Exterior Color,Condition,New / Used,Ready to Drive,Location
"EUR 155,000",1968,911 S,Coupé,911 F-Model,35800 km,160 HP,"2,0 Liter",left,Automatic,Rear drive,Gasoline,Leatherette,Black,Orange,#N/A,Used car,yes,France
"EUR 85,750",1974,"911 ""25 Jahre Jubiläumsmodell""",Coupé,911 G-Model,250 km,175 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Two-tone Fabric/Leather combination,Blue,Silver,Fully restored,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 227,900",2024,992 GT3,Coupé,992,7442 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 156,930",1988,911 Turbo 3.3,Cabriolet,930,70862 km,281 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,White,Partially restored Accident-free,Used car,yes,Germany
"EUR 89,900",1975,911 S,Coupé,911 G-Model,#N/A,175 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Beige,Beige/Brown,Fully restored,Used car,yes,Netherlands
"GBP 220,000",1968,911 S,Coupé,911 F-Model,#N/A,#N/A,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Red,Grey,#N/A,Used car,yes,United Kingdom
"EUR 99,500",2016,991.2 Carrera 4,Coupé,991,44600 km,370 HP,3 Liter,left,PDK,Four-wheel drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 179,900EUR 169,900",2024,992 Carrera GTS,Coupé,992,2900 km,480 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Austria
"EUR 109,750",2007,997 GT3,Coupé,997,72000 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,White,#N/A,Used car,yes,Netherlands
"EUR 91,500",2015,991 Carrera GTS,Coupé,991,109952 km,430 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Black,Accident-free,Used car,yes,Netherlands
"EUR 63,900",2004,996 Carrera 4S,Coupé,996,30200 km,320 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 69,000",1964,356 C,Coupé,356,2475 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Belgium
"EUR 129,991",2018,991.2 Carrera 4 GTS,Targa,991,77030 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 97,000",2009,997.2 Turbo,Coupé,997,96500 km,500 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leatherette,Brown,White,#N/A,Used car,yes,France
"EUR 128,000",2015,991 GT3,Coupé,991,62000 km,476 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 255,000",2023,992 GT3,Coupé,992,3990 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 249,000",2006,997 GT3 RS,Coupé,997,3775 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Orange,Accident-free,Used car,yes,Germany
"USD 199,999",1991,964 Turbo,Coupé,964,97000 mi,320 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Green,Fully restored Accident-free,Used car,yes,United States
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 46,000",1995,928 GTS,Coupé,928,257100 km,350 HP,"5,4 Liter",left,Automatic,Rear drive,Gasoline,Leather,Grey,Black,Accident-free,Used car,yes,Germany
"EUR 125,000",2011,997.2 GT3 Cup,Rennwagen,997,12345 km,520 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric,White,White,#N/A,Used car,yes,Germany
"EUR 89,900",1991,964 Carrera 4,Cabriolet,964,197757 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 104,900",1968,911 S,Coupé,911 F-Model,81760 km,160 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Orange,#N/A,Used car,yes,Germany
"EUR 78,911",1986,911 Carrera 3.2,Targa,911 G-Model,158000 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 34,987",2008,Boxster S,Cabriolet,987,62542 km,295 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,White,Accident-free,Used car,yes,Germany
"EUR 375,000",2024,911 Dakar,Coupé,992,150 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,#N/A,Italy
"EUR 355,000",2016,911 R,Coupé,991,653 km,500 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 104,800",1991,964 Carrera 2,Targa,964,52900 mi,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Netherlands
"EUR 125,000",1965,356 C,Coupé,356,1675 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Beige/Brown,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 149,900",2016,991 Turbo S,Cabriolet,991,51000 km,560 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Denmark
"EUR 59,911",1987,911 Carrera 3.2,Cabriolet,911 G-Model,254077 km,217 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
"EUR 99,500",2011,997.2 Carrera GTS,Cabriolet,997,38300 km,408 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,Red,Accident-free,Used car,yes,Germany
"EUR 192,964",1991,964 Turbo,Coupé,964,94911 km,350 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 169,990EUR 164,990",2022,718 Cayman GT4 RS,Coupé,982,4000 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Blue,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 110,900",2019,992 Carrera 4S,Coupé,992,85500 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,Germany
"EUR 34,800EUR 28,700",1985,924 S,Targa,924,180000 km,150 HP,"2,5 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Beige,Black,Accident-free,Used car,yes,Germany
"EUR 69,500",1967,912,Coupé,912,89000 km,90 HP,1.571 Liter,left,Manual,Rear drive,Gasoline,Leatherette,Black,White,Fully restored,Used car,yes,Portugal
"EUR 65,000",1968,912,Targa,912,12708 km,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Germany
"EUR 119,000",1971,911 S,Targa,911 F-Model,80535 km,180 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 107,100",2007,997 GT3,Coupé,997,40554 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Germany
"EUR 379,000",1991,911 Backdate,Coupé,911 Backdate/Modified,1100 km,300 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,Fully restored,Used car,yes,Germany
"EUR 129,900",1965,911,Coupé,911 F-Model,4573 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,yes,Germany
"EUR 124,992",2019,992 Carrera 4S,Coupé,992,53315 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Brown,Grey,Accident-free,Used car,yes,Netherlands
"EUR 79,900",2013,991 Carrera,Coupé,991,44584 km,350 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 127,911",2019,992 Carrera S,Cabriolet,992,42000 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Brown,Grey,Accident-free,Used car,yes,Netherlands
"EUR 104,900",2016,991.2 Carrera S,Coupé,991,41198 km,420 HP,3 Liter,left,PDK,Rear drive,Gasoline,Two-tone Leather,Beige,Black,Accident-free,Used car,yes,France
"EUR 139,900",1995,993 Carrera,Targa,993,74220 km,272 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Silver,#N/A,Used car,yes,France
"EUR 94,900",2016,Cayman GT4,Coupé,981,26790 km,385 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Yellow/Gold,Accident-free,Used car,yes,France
"EUR 62,911",2010,997.2 Carrera,Coupé,997,67800 km,345 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 53,997",2005,997 Carrera,Cabriolet,997,71000 km,325 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 139,900",1995,993 Carrera,Targa,993,74220 km,272 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Silver,#N/A,Used car,yes,France
"EUR 94,900",2016,Cayman GT4,Coupé,981,26790 km,385 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Yellow/Gold,Accident-free,Used car,yes,France
"EUR 62,911",2010,997.2 Carrera,Coupé,997,67800 km,345 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 53,997",2005,997 Carrera,Cabriolet,997,71000 km,325 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 79,996",2004,996 GT3,Coupé,996,49900 km,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 55,996",2004,996 Carrera 4S,Coupé,996,32000 km,320 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 124,911",1970,911 E,Coupé,911 F-Model,1478 km,140 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Fully restored Accident-free,Used car,yes,Germany
#N/A,1989,911 Carrera 3.2 Speedster (US),Cabriolet,911 G-Model,36040 mi,217 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Black,#N/A,Used car,yes,Italy
"EUR 229,890",2024,992 GT3 Touring,Coupé,992,75 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 244,900",1993,964 Carrera 2 Speedster,Cabriolet,964,99500 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,Accident-free,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 54,900",1967,912,Coupé,912,48797 km,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Netherlands
#N/A,2024,911 Backdate,Coupé,911 Backdate/Modified,500 km,320 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Green,#N/A,Used car,yes,Portugal
"EUR 550,000",1973,911 Carrera RS,Coupé,911 F-Model,43939 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Orange,Fully restored,Used car,yes,Netherlands
#N/A,2024,911 Backdate,Coupé,911 Backdate/Modified,500 km,320 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Blue,#N/A,Used car,yes,Portugal
"EUR 260,000",2024,992 GT3,Coupé,992,3700 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Portugal
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 255,000",2008,997 GT3 RS,Coupé,997,13300 km,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Green,#N/A,Used car,yes,Netherlands
"EUR 53,500EUR 48,500",1986,911 Carrera 3.2 (US),Cabriolet,911 G-Model,104251 mi,207 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Fully restored,Used car,yes,Bulgaria
"EUR 239,900",2023,992 Turbo S,Coupé,992,7700 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Austria
"EUR 105,000",1992,964 Carrera 2,Coupé,964,152000 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 118,970",1994,964 Carrera 2,Coupé,964,167543 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,Partially restored,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 30,000",1999,996 Carrera 4,Cabriolet,996,222555 km,300 HP,"3,4 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Blue,Blue,Accident-free,Used car,yes,Netherlands
"EUR 63,900",1983,911 SC,Coupé,911 G-Model,185600 km,188 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Two-tone Fabric/Leather combination,Black,Red,Partially restored Accident-free,Used car,yes,Germany
"USD 119,000",1965,911,Coupé,911 F-Model,17742 mi,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,United States
"GBP 150,000",2016,991 GT3 RS,Coupé,991,21800 mi,500 HP,4 Liter,right,PDK,Rear drive,Gasoline,Alcantara,Black,Yellow/Gold,Accident-free,Used car,yes,United Kingdom
"EUR 174,930",1977,911 Turbo 3.3 (US),Coupé,930,77000 km,265 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Beige/Brown,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 94,911",1968,911 T,Coupé,911 F-Model,94014 km,110 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Yellow/Gold,Partially restored Fully restored Accident-free,Used car,yes,Belgium
"EUR 229,991",2019,991.2 GT3 RS,Coupé,991,17000 km,520 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Silver,Accident-free,Used car,yes,Austria
"EUR 359,000",2024,992 GT3 RS,Coupé,992,890 km,525 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 125,000",2021,992 Carrera,Coupé,992,3614 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leatherette,Beige,Blue,Accident-free,Used car,yes,Austria
"EUR 188,500",2018,991 GT3 Touring,Coupé,991,8588 km,500 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,White,Accident-free,Used car,yes,Austria
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 98,900",1990,964 Carrera 4,Targa,964,183000 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Red,Partially restored Accident-free,Used car,yes,Austria
"EUR 63,997",2010,997.2 Carrera,Coupé,997,68000 km,345 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 54,997",2003,996 Carrera 4S,Coupé,996,45100 km,320 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 47,997",2004,997 Carrera S,Coupé,997,100000 km,355 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 32,900",2006,Boxster S,Cabriolet,987,122700 km,295 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Grey,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1985,911 Backdate,Coupé,911 Backdate/Modified,#N/A,#N/A,- Liter,left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Fully restored,Used car,yes,Netherlands
"EUR 87,750",2023,718 Boxster S,Cabriolet,982,21368 km,350 HP,"2,5 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Netherlands
"EUR 299,500",2024,992 Turbo S,Cabriolet,992,4700 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Two-tone Fabric/Leather combination,Black,Black,Accident-free,Used car,yes,Germany
#N/A,1973,911 S,Coupé,911 F-Model,828 km,190 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Fully restored,Used car,yes,United Kingdom
"EUR 144,990",2010,997.2 GT3,Coupé,997,30000 km,435 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,White,Accident-free,Used car,yes,Italy
"EUR 104,950",2012,997.2 Carrera 4 GTS,Cabriolet,997,61000 km,408 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Denmark
"EUR 67,950",2006,997 Turbo,Coupé,997,172870 km,480 HP,"3,6 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Netherlands
"EUR 309,850",2017,911 R,Coupé,991,4820 km,500 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,White,Accident-free,Used car,yes,Germany
"EUR 199,000",1992,964 Turbo,Coupé,964,89347 km,320 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,Accident-free,Used car,yes,Germany
"USD 84,979",2018,991.2 Carrera S,Cabriolet,991,37928 mi,420 HP,3 Liter,left,PDK,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,United States
"EUR 239,000",2021,992 GT3,Coupé,992,7200 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Green,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 144,900",2004,996 GT3 Clubsport,Coupé,996,11330 km,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Spain
"EUR 54,000",1993,968 Club Sport,Coupé,968,73996 km,240 HP,3 Liter,left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,France
"EUR 199,000",1991,964 Turbo,Coupé,964,160459 km,320 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Netherlands
#N/A,2011,997 Speedster,Cabriolet,997,4 mi,408 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,United States
"EUR 215,900",2024,718 Spyder RS,Cabriolet,982,750 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Grey,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 102,900",2020,718 Spyder,Cabriolet,982,1900 km,420 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Austria
"EUR 185,900",2022,992 Carrera 4 GTS,Targa,992,11500 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Beige,Green,#N/A,Used car,yes,Austria
"EUR 179,900",2023,718 Cayman GT4 RS,Coupé,982,70 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Austria
"EUR 79,356",1962,356 B 1600,Coupé,356,4567 km,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Germany
"EUR 149,950",1965,911,Coupé,911 F-Model,10 km,#N/A,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 69,000",1990,964 Carrera 4,Coupé,964,182000 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,France
"EUR 84,964",1989,964 Carrera 4,Coupé,964,142040 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Sweden
"EUR 265,000EUR 239,000",1965,911,Coupé,911 F-Model,6100 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Red,Fully restored,Used car,yes,Italy
#N/A,1972,911 T,Targa,911 F-Model,17850 mi,130 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Beige/Brown,#N/A,Used car,yes,United States
"EUR 319,900",2023,911 Dakar,Coupé,992,599 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,White,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 100,989",2024,718 Boxster,Cabriolet,982,#N/A,300 HP,"2,0 Liter",left,PDK,Rear drive,Gasoline,Two-tone Leather,Grey,Grey,#N/A,New car,yes,Belgium
"EUR 159,900",1957,356 A 1600,Coupé,356,41266 km,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Green,Accident-free,Used car,yes,Germany
"GBP 160,000",1975,"911 Carrera 2,7",Coupé,911 G-Model,57893 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Green,Black,#N/A,Used car,yes,United Kingdom
"EUR 239,900",2016,991 Targa 4S Exclusive Edition,Targa,991,1036 km,420 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Blue,Blue,Accident-free,Used car,yes,Germany
"EUR 75,500",2007,997 Carrera S,Cabriolet,997,60180 km,355 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Grey,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 99,950",2003,996 GT3,Coupé,996,77500 km,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Netherlands
"EUR 179,900",2017,991.2 GT3,Coupé,991,27600 km,500 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Purple,#N/A,Used car,yes,France
"EUR 375,000",1957,356 A 1600 Speedster,Roadster,356,79207 mi,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Italy
"EUR 350,000",1953,356 Pre-A 1500,Coupé,356,4592 km,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Leather,Brown,Grey,#N/A,Used car,yes,Italy
"EUR 67,900",1985,911 Carrera 3.2,Coupé,911 G-Model,288000 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Blue,Blue,Partially restored Accident-free,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 90,000USD 87,500",2000,996 Turbo,Coupé,996,38000 mi,420 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,United States
"USD 149,800",1989,911 Turbo 5 Gang,Cabriolet,930,36500 km,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,United States
"USD 42,996",2000,996 Carrera,Cabriolet,996,41300 mi,300 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Two-tone Leather,Black,Yellow/Gold,Accident-free,Used car,yes,United States
